"Mit dem Entscheid, dass am Luzerner Stadtfest nur noch bargeldlos bezahlt werden kann, wird eine ganze Altersgruppe vom Fest ausgeschlossen. Haben wir wieder Corona-Zeiten? Damals hiess es doch auch, die Alten sollten zu Hause bleiben. Ich habe 12 Grosskinder und gehe stets mit sechs davon ans Fest. Da kommen hundert kleine Wünsche: «Es Cola, es Sirüppli, e Bratwurst, eine Glace ...!» Wissen Sie, wie sich die Mitarbeiter an den Ständen freuen, wenn ich versuche, vor einer langen Schlange wartender Gäste meine Credit Card zu zücken? Etwas anderes habe ich mit 88 Jahren nicht.Es würde mich interessieren, wie alt die Personen sind, die solch blöde, diskriminierende Entscheide fällen. Ich habe nun zwei Optionen: zu Hause zu bleiben und die Kinder zu enttäuschen oder mit einem Picknick-Korb ans Fest zu gehen.Hanny Buholzer, Luzern",['negative']
"Die Verkehrsführung durch das Ägerital ist seit Jahren bereits ein Problem. Der Verkehr nimmt stetig zu und nichts wird dagegen unternommen. Einzig die Gemeinde Unterägeri hat bemerkt, dass es so nicht mehr weiter gehen kann. Der Verkehrslärm ist für Anwohner der Hauptstrasse durch das Ägerital schlicht unerträglich geworden.Das Unfallrisiko der Fussgänger und Schülerinnen ist erheblich gestiegen. Nun wird sogar noch der ÖV aufgestockt. Dieser beinhaltet neu allen sieben Minuten einen Bus mit Anhänger (fast oder ganz leer) nach Zug und zurück. Unterägeri ist bereits schon am Erarbeiten von Lösungen. Dabei stellt sich immer wieder heraus, dass ein Tunnel das einzig Richtige wäre. Damit würde das Problem aber nur für Unterägeri gelöst. Die Gemeinde Oberägeri befindet sich gerade in einer Ortsplanungsrevision. Somit sollte man eigentlich annehmen, dass gerade jetzt in Verkehrsfragen in die Zukunft geschaut würde.Tatsache ist, dass in dieser Sache von der Gemeindeführung Oberägeri weder ein Projekt noch eine ernst gemeinte Lösung erarbeitet wurde. Einmal mehr verschläft es die Gemeinde Oberägeri, in dieser Sache mit Unterägeri zusammenzuarbeiten. Eine gangbare Lösung kann und darf nicht aus Behinderungen des mobilen Verkehrs mittels Fahrbahnschikanen, Geschwindigkeitsbegrenzungen (Tempo 30) oder dergleichen bestehen.Dadurch wird nur ein noch grösseres Verkehrsproblem geschaffen und behindert zusätzlich das einheimische Gewerbe. Viel mehr sehe ich die Lösung in einem Umfahrungstunnel, der sich eingangs Unterägeri bis ausgangs Oberägeri erstreckt. Sie fragen sich womöglich: Warum ein Tunnel? Die Antwort ist einfach. Es wird von unserer Kantonsregierung nicht gerne zugegeben, dass die letzten Verkehrsmessungen so einige Überraschungen beinhalteten. Eine davon nennt sich Transitverkehr. Dieser wird von Pendlern, die ausserhalb unseres Kantons wohnen, verursacht. Also nicht alleine von ortsansässigen Einwohnern.Der Kanton Zug müsste also beim Bund für Verkehr die Hauptstrasse durch das Ägerital in die Prioritätsklasse 1 anheben lassen. Damit müsste sich der Bund für Verkehr an den Kosten von rund 700 Millionen Franken für einen Tunnel erheblich beteiligen. Der Betrag von 700 Millionen Franken entspricht nur gerade etwas mehr als zwei Jahresbeiträgen des Kantons Zug in den Nationalen Finanzausgleich NFA. Wenn der Tunnel endlich stehen würde, könnten wir über eine massive Aufwertung der Dörfer Unter- und Oberägeri sowie dessen Uferbereichs vom Ägerisee wie beispielsweise Verkehrsberuhigungen oder Tempo 30 diskutieren. Vorher wäre das nur Zeitverschwendung.Heiri Kuhn, Gemeinderatskandidat parteilos, Oberägeri",['negative']
"Haben Sie den oben erwähnten Leserbrief gelesen zur Ersatzrichterwahl am Verwaltungsgericht? Da ist schon viel von dem gesagt, was ich auch denke. Warum Sie jetzt trotzdem weiterlesen sollten? Weil ich Eindrücke aus erster Hand habe.So durfte ich für die FDP des Kantons Zug die Findungskommission leiten, welche die Nachfolge für Diana Oswald gesucht hat. Diana Oswald wurde glanzvoll ans Verwaltungsgericht gewählt und ihre bisherige Ersatzrichterstelle wurde frei. Ein vollkommen transparenter Ablauf, alle Parteien und alle interessierten Juristinnen und Juristen wussten Bescheid. Wir haben gefragt und gesucht, wir haben geprüft und überlegt. Keineswegs mit der «Partei-Lupe» oder ganz geheim, wie das unkundige Leute bei Richterwahlen immer wieder behaupten. Im Gegenteil!Ich stehe für Transparenz und Offenheit; und ich bin sehr glücklich über das Ergebnis der FDP-Findungskommission. Denn mit Roger Grünvogel können wir einen Kandidaten wählen, der fachlich bestens qualifiziert ist und über knapp 30 Jahre Erfahrung in der Verwaltungsjustiz verfügt. Er kann vielseitig und flexibel eingesetzt werden. Roger Grünvogel bringt zudem die Besonnenheit und das ehrliche Interesse für die Anliegen der Rechtssuchenden mit, die von mir aus einen guten Richter ausmachen.Zusammen mit seiner stets hilfsbereiten, umgänglichen Art macht ihn das zur Idealbesetzung als Ersatzrichter für das Verwaltungsgericht. Meine Stimme hat Roger Grünvogel, vielen Dank auch für Ihre Stimme – gerne zusammen mit Jakob Senn.Tom Magnusson, Kantonsrat FDP, Edlibach",['neutral']
"Laut des Instituts für Schweizer Wirtschaftspolitik bezahlt gerade mal 1 Prozent der Zuger Steuerzahler die Hälfte aller Zuger Steuern. Das bedeutet, in Zug kommen ganz wenige für den grössten Teil des Kantonshaushalts auf.Dank des Erfolgsmodells des Zuger Steuersystems können wir uns in Zug fast jeden Luxus leisten. Im Vergleich zu anderen Kantonen sind etwa unsere Strassen und Infrastrukturen in einem Topzustand.Auch Bibliotheken, Ludotheken, Sportanlagen und der ÖV werden von der öffentlichen Hand mitgetragen. Ich gehe davon aus, dass die wenigsten Topverdiener diese Dienstleistungen regelmässig nutzen, dennoch werden sie zum grössten Teil von ihnen mitfinanziert.Somit profitieren wir alle enorm von unseren vermögenden Mitbürgern im Kanton Zug. Und nicht nur wir Zuger profitieren davon, bezahlt doch der Kanton Zug jährlich über 300 Millionen Franken in den NFA ein.All dies sollten unsere Linksparteien bedenken, wenn sie wieder einmal fordern, dass unser Steuersystem angepasst und die Vermögenden in unserem Kanton höher besteuert werden sollen.Eventuell haben diese Topverdiener eines Tages genug davon, für Dinge zu bezahlen, die sie selber gar nicht nutzen, und sie suchen sich andere Domizile. Dubai oder Monaco sind durchaus attraktive Wohnorte.Esther Monney-Rogenmoser, Kantonsrätin SVP, Unterägeri",['neutral']
"Es herrscht Wahlkampf! Die SVP streut in ihrer laufenden Abstimmungskampagne subjektive Ängste, die im neuen Energiereglement unbegründet sind. Das bisherige Energiereglement war äusserst erfolgreich. Aufgrund der hohen Nachfrage sind mehr finanzielle Mittel bereitzustellen, damit alle, die investieren wollen, ihren berechtigten Beitrag erhalten. In den vergangenen zehn Jahren war die Zunahme des Anteils am Erdgas weniger erfolgreich. Dieser Umstand weckt Ängste.Die Stadt Zug liegt im primären Versorgungsgebiet des neuen Fernwärmeverbunds Circulago. Neuanschlüsse mit Erdgas finden keine mehr statt. Sehr wichtig wäre nun auch eine gezielte Ablösung der bestehenden Erdgasanschlüsse durch die neue Fernwärme. Der Betreiber der Fernwärmeversorgung, die WWZ soll darüber nachdenken, ob er zuzüglich zu den Förderbeiträgen ein attraktives «Wechselangebot» unterbreiten kann. So können wir die (Versorgungs-)Ängste partiell dämpfen.Auf kantonaler Ebene sind voraussichtlich keine Förderbeiträge für Investitionen in die lokale Fotovoltaik vorgesehen. Hier können die gemeindlichen und das städtische Förderprogramm wirkungsvoll Förderungen anbieten. Der Ausbau der eigenen Elektrizitätsversorgung erhöht die eigene Energiesicherheit.Die Korporation Stadt Zug, die Zuger Pensionskasse sowie die Bürger- und Kirchgemeinden besitzen zahlreiche Liegenschaften in Zug. Neu dürfen auch diese Liegenschaften gefördert werden. Diesen Körperschaften stehen diese Beiträge zu und das Potenzial ist erheblich.Schlussendlich stehe ich mit der Mitte für das lokale Gewerbe ein. Das revidierte Energiereglement löst Investitionen zu Gunsten des Baugewerbes aus, und damit bleiben unsere Arbeitsplätze erhalten.Patrick Röösli, Kantonsrat Mitte, Zug",['neutral']
"Ja, ich habe den Beitritt der Schweiz zu Schengen/Dublin seinerzeit aus Überzeugung bekämpft und bin auch heute kein Freund der EU in ihrer heutigen Form, sondern stehe beherzt zu einer souveränen und neutralen Schweiz. Trotzdem befürworte ich das JA zu Frontex aus aktuellen sicherheitspolitischen Überlegungen, denn Frontex ist das operative Ausführungsorgan der Schengen-Staaten. Die Schweizer Sicherheitsbehörden haben seit unserem Schengen-Beitritt direkten Zugang zum Schengener Informationssystem (SIS II) und zum Visa-Informations-System (VIS).Diese Systeme sind für unsere Sicherheitsorgane unentbehrliche zentrale Fahndungsinstrumente. In der Schweiz haben alle Kantons­polizeien, das Grenzwachtkorps, das Bundesamt für Justiz, das Staatssekretariat für Migration, die visaausstellenden Botschaften und Konsulate im Ausland, die kantonalen Migrationsämter sowie weitere Behördenstellen Zugriff auf das SIS. International gesehen sind die Polizei-, Grenzschutz- und Visumsbehörden in 26 EU-Ländern sowie Norwegen und Island angeschlossen.Das VIS System speichert Daten von Personen, denen durch die Schweiz oder ein anderes Schengen-Land ein Visum verweigert wurde. Durch die Erfassung biometrischer Daten wird auch der Visumsmissbrauch stark verringert. Auch im Migrationsbereich wären bei einem Nein zu dieser Vorlage die negativen Folgen gravierend. Ohne diese Zusammenarbeit könnten Migranten, die bereits ein Asylgesuch in Europa gestellt haben, in der Schweiz nochmals Asyl beantragen. Es ist sicher, dass damit die Anzahl Asylgesuche in der Schweiz stark ansteigen würde, was mit erheblichen Folge­kosten verbunden wäre. Das Referendum wurde durch die Linke, namentlich den Grünen, der SP, den JUSO und der GSoA ergriffen. Von dieser Seite sind die Ziele jedenfalls klar erkennbar.Löchrige EU-Aussengrenzen, eine Schwächung der Grenzkontrollen, keine Rückführung von irregulären Migranten. Diese Kreise würden bei einem Nein zu Frontex die zusätzlichen Gelder nicht unterstützen, die für die wirksame Sicherung unserer Landesgrenzen notwendig wären. Damit hätten wir eine noch masslosere Zuwanderung von Kriminellen und Wirtschaftsflüchtlingen als heute schon. Frontex muss deshalb richtigerweise ausgebaut werden, um die europaweite Zusammenarbeit beim Grenzschutz und die Rückführung von illegal Eingereisten weiter zu verbessern und zu stärken. Die SVP des Kantons Zug und die SVP Schweiz unterstützen am 15. Mai ein «Ja zu Frontex» in der heutigen, durch den russischen Überfall auf die Ukraine stark erschwerten Sicherheits­situation in Europa.Philip C. Brunner, Kantonsrat SVP, ZugDank Schengen ist das Reisen in Europa durch die Aufhebung der Grenzkontrollen erheblich erleichtert worden. Zudem dürfen auch Touristen bestimmter Länder mit nur einem Visum alle Länder im Schengenraum besuchen. Solch eine Reisefreiheit ist für die Schweiz aber auch für ganz Europa und die Tourismusbranche sehr wertvoll.Ich bin der Meinung, dass wir uns innerhalb des Schengenraums sicher und frei bewegen können; diese hohe Lebensqualität soll verteidigt werden. Es ist offensichtlich, dass wir von Schengen profitieren. Damit dies auch so bleibt, müssen wir mit Europa zusammenarbeiten und Frontex mitfinanzieren. Tun wir das nicht, werden wir aus dem Schengenraum ausgeschlossen.Ich kann nicht nachvollziehen, warum man ein derartig vorteilhaftes Abkommen aufgeben will. Die Schweiz grenzt sich damit nur selbst aus. Ein Austritt hilft weder dem Volk noch der Wirtschaft. Niemand wird davon profitieren. Deshalb möchte ich alle daran erinnern, dass die Bewegungs­freiheit keine Selbstverständlichkeit ist. Wir haben sie allein Schengen zu verdanken. Aus diesem Grund müssen wir Frontex und somit auch Schengen unterstützen. Stimmen Sie daher Ja zu Frontex am 15. Mai.Mario Reinschmidt, Kantonsrat FDP Steinhausen",['neutral']
"Manchmal frage ich mich, ob ich mit meiner Art von Vereinfachung das Problem ­unterschätze oder ganz ­einfach den Kern der Sache hervorhebe und alles ­Geschwätz rund herum ­ignoriere. Bei der Organspende ist es doch ganz einfach: Das Leben ist vom dritten Monat ab der Zeugung geschützt. Das Leben gehört also schon vor der Geburt mir und ich sehe nicht ein, ­weshalb sich dies nach ­meinem Tod ändern sollte. Die ­Verfügungsgewalt über ­meinen Körper bleibt bei mir und eine Widerspruchs­lösung widerspricht meinem ­existenziellen Verfügungsrecht. Dieses Recht zu ­enteignen und meinen Körper zu sozialisieren geht nicht an.Bei der Organspende geht es darum, ob wir noch gewillt sind, das Schicksal zu akzeptieren oder ob wir Leben um jeden Preis retten wollen. Organe sind eine knappe Ressource. Wenn wir alle Möglichkeiten der modernen Medizin ausnützen, verstärken wir die Knappheit der Ressourcen. Akzeptieren wir jedoch das Sterben und das Schicksal, dann löst sich das Problem von allein. Entkoppeln wir die Spitzenmedizin von der Ökonomie, dann geraten Ärzte auch weniger in Versuchung das Leben, um des schnöden Mammons willen, künstlich zu verlängern, und zwar erstens unabhängig vom Willen des Patienten und zweitens, ohne die Lebensqualität zu berücksichtigen, die den Patienten erwartet. Diese medizinischen Hilfskonflikte sind deshalb keine medizinischen Probleme, sondern ökonomische. Wir haben schlichtweg vergessen, das Schicksal zu akzeptieren und verlernt zu sterben.Dies ist auch der Grund, weswegen ich keine Organe spende, jedoch auch keine erhalten will.Michel Ebinger, Rotkreuz",['neutral']
"Herr Clerici hat recht, es fehlt heute vor allem Geleisekapazität für die vier Richtungen Emmenbrücke/Littau/Ebikon/Meggen. Das ist auch in der Planung des Durchgangsbahnhofs eingeflossen: Es ist ein weiterer Tunnel vom Gütsch bis zum Bahnhof vorgesehen, mit zwei Geleisen. Das verdoppelt praktisch die Kapazität dieser meistbenutzten Linien.Was aber keinen wirklichen Sinn macht, ist deren Weiterführung unter dem See. Der damit erzielte Nutzen steht in keinem vernünftigen Verhältnis zu den Kosten und zu erduldenden langjährigen Bauimmissionen.Die Kapazität nach Ebikon (Zug, Zürich) kann mit einem viel kostengünstigeren Tunnel, abzweigend vom Tunnel nach Meggen, unter dem Schlossberg, bis nach Rotsee/Ebikon viel umweltfreundlicher und schneller verdoppelt werden (siehe dazu meinen Leserbrief vom 22. März 2022).Otto Meier, Luzern",['negative']
"Wirklich? Eltern sollten auch einmal ein Kriegsspiel (Fortnite) ausprobieren, um sich mit dem Zeitgeist der Kinder auseinanderzusetzen? Als unsere sechs Kinder die Primarschule (in den Jahren 1991 bis 2008) besuchten, gab es Fachveranstaltungen zu Gamen und Fernsehen in der Familie.Es wurde angeregt, mit den Kindern alle möglichen Sendungen zu schauen und zu diskutieren, mit ihnen zu gamen oder gar WLAN-Partys zu organisieren. Es wurde abgeraten, den Konsum der Kinder zu restriktiv einzuschränken oder gar zu verbieten. Nur so könnten die Kinder mediale Kompetenzen entwickeln, es bestehe sonst die Gefahr, dass sie später mediensüchtig würden.Das widersprach unserem Verständnis. Wir wollten keinen Fernseher in der Stube, keinen Krieg, der im trauten Heim über den Bildschirm huschte. Aber wir gingen mit den Kindern ins Kino, um gute Filme zu schauen oder sie guckten bei den Grosseltern ausgewählte DVDs. Dass sie trotzdem bei Kollegen auch mal unkontrolliert vor dem Bildschirm sassen, mussten wir in Kauf nehmen.Wir lasen viel vor, es gab Zeit für Bücher, für das Instrumentenspiel. Sie spielten Unihockey auf der kleinen Einbahnstrasse, ruderten im Ruderklub, spielten Fussball auf einem nahen Platz, Tennis et cetera. Computerspiele schränkten wir für sie zeitlich stark ein (nur gewaltfreie). Dafür durften sie programmieren, wenn sie wollten. Der Computer galt als Arbeitsgerät, Tischspiele waren in: Schach, Monopoly, Siedler.Keines der Kinder ist später mediensüchtig geworden, die meisten haben nicht einmal einen Fernseher und doch hat einer Informatiker gelernt. Auch die Grosskinder wachsen wieder ähnlich auf, denn inzwischen wissen ihre Eltern, dass die gut bezahlten Cracks des Silicon-Valleys darauf schauen, dass ihre Kinder sich möglichst häufig in der realen und möglichst wenig in der virtuellen Welt bewegen.Sie wissen, dass Kinder, die sich nicht ohne Computer in der Welt bewegen können, abhängig sind von der Maschine. Nur wer wählen kann, ist wirklich frei. Das gilt für alle Tätigkeiten, das Schreiben, Singen, Zeichnen, Werken. Wer aus wenig viel machen kann, ist kreativ. Manchmal sollte auch Blatt und Stift genug sein, die eigene Stimme, eine Handsäge oder ein Hobel. Zu oft sedieren wir Kinder mit Maschinen, rauben ihnen das kindliche Staunen.Verzicht auf Technik ist immer ein Gewinn. Das gilt auch für die Schule (das sagen wir als Lehrpersonen). Gleichzeitig stimmt es aber auch, dass der gezielte Einsatz der Technik ein Gewinn ist. Die beiden Aussagen müssen sich nicht ausschliessen.Es lohnt sich zu überlegen, ob es zu Hause einen Technikraum gibt, ein Zimmer, in dem die Maschinen parkiert sind, quasi eine Garage, in der alle arbeiten, damit die Kinderzimmer frei sind von Handys und Laptops.Hat es Konflikte gegeben mit der Technik, als unsere Kinder klein waren? Ja und ob. Hat man sich gerieben am Thema? Fast täglich. Hat es sich gelohnt? Ja, bestimmt. Und last but not least. Der beste Kinder-Schutz-Filter sind immer noch Eltern, die selber mit diesen Geräten umgehen und auch mal auf sie verzichten können. Für welches pädagogische Konzept man immer sich entscheidet; es lohnt sich, auch auf die eigene Stimme zu hören und sich nicht einfach den neuesten Trends auszuliefern.Und übrigens, die Vorgänger der Laptops waren nicht die Comics, sondern auch schon eine Generation vorher die Spielkonsolen.Rita und Stephan Hegglin-Besmer, Zug",['neutral']
"Bezüglich Umwelt- und Klimaschutz ist Ressourceneffizienz auch oder gerade im Kleinen sehr wichtig. Die Idee der Gemeinde Ennetbürgen mit dem kombinierten Schulbus finde ich genial. Zusätzlich werden auch noch Kosten für einen offiziellen Busbetrieb gespart, welcher sich kaum rechnen liesse. Allen handicapierten Menschen wird eine (noch angenehmere) kostenlose Transportalternative zur Verfügung gestellt. Was in Gemeinden und Kantonen pragmatisch überlegt und gelöst wird, findet leider oft ein Ende durch unser staatliches Beamtentum.Die Begründung des Bundesamts für Verkehr zeigt deutlich, wie weit weg diese Paragrafenreiter von der Realität sind. Die Umsetzung der Gleichstellung erfolgt ja bei Schulbussen (zum Glück) auch nicht konsequent. Es werden jedoch immer Lösungen gefunden. Ich gehe davon aus, dass durch diesen Entscheid sowohl Nichthandicapierte wie Handicapierte zu den Verlierern zählen, da das Angebot des Gratis-Ruftaxis vermutlich auch aufgegeben wird.Auf der anderen Seite des Bürgenberges erlebt man das Gegenteil. Da wird die Strecke Stansstad–Bürgenstock mit dem grössten Postauto befahren, obwohl sich durchschnittlich keine fünf Fahrgäste darin aufhalten. Dieser Betrieb lässt sich so gar nicht rechnen und kann ohne öffentliche und private Gelder nicht aufrechterhalten werden.Aus umwelt- und sicherheitstechnischen Gründen finde ich den Betrieb auf diese Weise eine absolute Fehlplanung. Wenn wir alle in unserer Denkweise nicht sofort flexibler werden, kommen wir bei den «grossen Fragen» bezüglich Umwelt- und Klimaschutz ganz sicher auf keinen grünen Zweig.Philippe Gerber, Fürigen",['neutral']
