"Wer heute den Begriff «Landesverteidigung» braucht, meint in erster Linie die Verteidigung mit militärischen Mitteln. Es steht auch in der Bundesverfassung, dass die Schweiz ihre Neutralität militärisch verteidigen können muss. Aber heute gelten nicht mehr die Vorstellungen aus dem 19. oder 20. Jahrhundert, wie das uns die links-grünen Parteien im Strudel der Gruppe Schweiz ohne Armee (GSoA) weismachen wollen. Neben Panzersperren, Bunkerbauten und Luftschutzkellern braucht es eine funktionierende Cyberabwehr, einen informierten Bundesnachrichtendienst, moderne Lenkwaffensysteme für die Luftabwehr und auch Kampfflugzeuge, die den Luftraum über unserem Land schützen können. Ob auch die luftpolizeilichen Aufgaben von einem Kampfjet übernommen werden sollen, ist eine andere Frage. Dafür könnten auch langsamere und günstigere Flieger zum Einsatz kommen.Der Ukraine-Krieg veranschaulicht klar und deutlich, welche Macht jeweils die militärische Hoheit über ein Land besitzt, in welchem ein militärischer Konflikt ausgetragen wird. In der Regel werden die strategischen Pläne und taktischen Operationen in Absprache mit der Luftwaffe geplant und ausgeführt. Ohne Luftwaffe verkommt jeder Konflikt zu einer blutigen Schlacht am Boden mit Tod und Zerstörung. Wenn wir also unseren Luftraum nicht schützen, gehen wir das Risiko ein, dass unser Land bombardiert und von einer gegnerischen Macht zerstört wird.Frieden mittels diplomatischer Bemühungen ist immer besser – das ist klar. Doch brauchen wir für die Zukunft neue Kampfflugzeuge, die am besten im Verbund mit anderen Staaten kooperieren können. Wenn sich nun der amerikanische F-35A als neuer «europäischer» Flieger bewähren wird, sollte die Schweiz nicht abseitsstehen. Die Verzögerung durch die GSoA-Initiative ist demokratisch legitim, aber unsinnig und gefährlich. Mit dem F-35A rüsten wir die Schweizer Armee nicht auf, sondern wir machen sie fit fürs 21. Jahrhundert.","Peter Joos, Sachseln",['neutral']
"Die Freiheit und die Unabhängigkeit der Schweiz sind in der Präambel unserer Bundesverfassung erwähnt. Bundesrätin Viola Amherd appelliert als oberste Sicherheitspolitikerin auf dieser Grundlage an die Initianten, ihre Volksinitiative gegen F-35-Kampfflugzeuge zurückzuziehen. Bei einer nüchternen Betrachtung der aktuellen Erkenntnisse ist dies die folgerichtige Konsequenz. Freiheit und Verantwortung erfordern ein souveränes Handeln. Wenige Monate nach Amtsantritt stellt dies auch die SPD-Regierung in Deutschland fest, fordert sie doch einen massiven Ausbau der Verteidigungsausgaben. Die Unterstützung der grünen Aussenministerin scheint sie auf sicher zu haben. Die SP Schweiz hat vor genau zwei Jahren festgehalten: «Die Zeit von Panzerschlachten und Bewegungskriegen ist vorbei.» Kurze Zeit später stehen wir vor einer grossen Zeitenwende in der Verteidigungspolitik.Manchmal braucht es einen Umweg, um die richtigen Schlüsse zu ziehen. Insofern ist der Appell unserer Verteidigungsministerin zum Rückzug der Volksinitiative nur folgerichtig.","Rico De Bona, Mitte-Sekretär und Oberst a. D., 6015 Luzern",['neutral']
"Die Schweizer Armee hat in den 1960er-Jahren das Fliegerabwehr-Lenkwaffensystem BL-64 «Bloodhound Mk II» beschafft, welches bis in die späten 1990er-Jahre bei der Luftwaffe im Einsatz war und den oberen Luftraum ab 3000 Meter bis maximal 24 Kilometer Höhe und mit einer Reichweite von zirka 160 Kilometer geschützt hat. Mit dem Rüstungsprogramm 2022 werden bekanntlich die F-35-Kampfflugzeuge beschafft, welche über verschiedenste vollintegrierte Sensoren und somit über echte Multimissionsfähigkeit verfügen und damit im selben Einsatz Luftverteidigung, Luftaufklärung und Erdkampf betreiben können. Darüber hinaus kann die F-35 dank der fortschrittlichen Sensorfusion und leistungsfähiger Schnittstellen sämtliche Informationen zu einem Lagebild zusammenführen, mit anderen Systemen in der Luft wie auch am Boden teilen und somit als fliegende Sensorplattform und Kräftemultiplikator dienen. Weiter werden mit dem Rüstungsprogramm aber auch vier Feuereinheiten des bewährten und kriegserprobten Patriot-Fliegerabwehr-Lenkwaffensystems beschafft, welches sich bereits bei 17 Nationen im Einsatz befindet. Patriot ist als bodengestützte Luftverteidigung grösserer Reichweite (Bodluv GR) in der Lage, selbstständig und in Kombination mit Kampfflugzeugen, Räume zu schützen und dabei in erster Linie Ziele im mittleren und oberen Luftraum zu bekämpfen. Zu den Zielkategorien gehören Marschflugkörper, unbemannte Flugobjekte, Flugzeuge und Lenkwaffen. Gleichzeitig leistet Patriot einen grossen Beitrag zur erkannten Luftlage. Dass ein Teil der für dannzumal für BL-64 errichteten sechs Lenkwaffenstellungen wieder für das neue Patriot-System reaktiviert wird, macht sehr viel Sinn. Diese ehemaligen BL-64-­Standorte sind von der Abdeckung des Zielerfassungsradars (das heisst möglichst geringe elektromagnetische «Abschatttung»), der Zugänglichkeit sowie weiterer Kriterien nach intensiven Abklärungen als gut befunden worden und werden inskünftig wie damals einen wichtigen Beitrag zur Luftverteidigungsfähigkeit der Schweizer Armee leisten. Das Nachfragen der beiden Kantonsräte Karl Nussbaumer und Philip C. Brunner ist richtig und wichtig und soll zum Ziel haben, dass unter anderem die Fliegerabwehr-Lenkwaffenstellung auf dem Gubel diejenigen baulichen Massnahmen erhält, welche für den Einsatz des neuen Patriot-Systems notwendig sind. Erfreulich ist, dass der Kanton Zug nach der Flab Lwf RS 249 wieder ein Standort für eine Rekrutenschule wird, eingebettet im Verbund des Waffenplatzes Emmen.","Daniel Gruber, Oberst, Zug",['neutral']
"Der «Fasnachtsgewaltige» Peti Federer sagt in der Ausgabe vom 26. Februar: «Wir machen Fasnacht und nicht Weltpolitik.» Das lässt jedes Feingefühl vermissen. Ich denke, hier könnte und sollte man taktvollere Worte wählen. Ja, es sind zwei verschiedene Sachen, und der Einzelne kann selbst bestimmen, wie er diese Tage verbringen möchte!Marianne Comunetti, KriensAngesichts der Tragik in der Ukraine finde ich, dass wir unser Gewissen befragen und darüber nachdenken müssten, ob heute nicht Solidaritätskundgebungen stattfinden sollten statt der geplanten, letzten Fasnachtsumzüge. Dies würde den Fasnachtsverantwortlichen und der Bevölkerung Ansehen und Wertschätzung einbringen. Ich denke, die Umzüge könnten stattfinden, müssten aber eher auf Stille, angepasste Musik und Anteilnahme mit dem ukrainischen Volk ausgerichtet sein. Ich bin überzeugt: Eine Blitzaktion im Denken und Verhalten könnte Gutes und Mitfühlendes hervorbringen. Solche Gedanken könnten bei einem Teil der Betroffenen im Moment Empörung und Unverständnis auslösen, aber bei weiterer Überlegung auch Verständnis und Mitgefühl wecken.Richard Strassmann, LuzernWo bleiben die vielen SVP-Anhänger, die sich sonst so lautstark für Freiheit und Unabhängigkeit einsetzen? Sie sollten jetzt zusammen mit den Freiheitstrychlern Tag und Nacht als Mahnwache vor der russischen Botschaft in Bern stehen und gegen die völkerrechtswidrige Invasion in die Ukraine protestieren. Für die dortige Bevölkerung geht es nämlich im Gegensatz zu den in der Schweiz kurzfristig geltenden Covid-19-Massnahmen um den langfristigen Verlust der Selbstbestimmung und der Eigenständigkeit.Marcel Imhof, LuzernJetzt ist das anscheinend Undenkbare zur Tatsache geworden. Nur etwa zwei Flugstunden von uns entfernt ist in der Ukraine ein konventioneller Krieg ausgebrochen. Mit einem direkten, bewaffneten Angriff auf die Schweiz ist im Moment zwar nicht zu rechnen. Im Rahmen der sogenannten hybriden Konfliktführung könnten jedoch auch indirekte Folgen den Standort Schweiz mit seinen Einwohnern betreffen.Seit dem Fall der Mauer 1989 war es in breiten Kreisen unserer Bevölkerung und der Politik nicht mehr opportun, den sicherheitspolitischen Organen genügend finanzielle Mittel zur Verfügung zu stellen, da der Ausbruch eines Konfliktes in Europa als undenkbar, sogar als absurd dargestellt wurde. Nach wie vor gibt es politische Gruppierungen, die die Schweizer Armee abschaffen wollen, zum Beispiel die Gruppe Schweiz ohne Armee oder die Sozialdemokratische Partei der Schweiz. Ich bin der Meinung, dass wir lange genug diese «Friedensdividende» bezahlt haben und es an der Zeit ist, das Verteidigungsbudget, das im Moment 0,8 Prozent des Bruttoinlandproduktes beträgt, wieder zu erhöhen. Unsere Armee hat eklatante Fähigkeitslücken zu beklagen, da die finanziellen Mittel und der politische Wille gefehlt haben, neue Waffensystem zu kaufen beziehungsweise Ersatzbeschaffungen zu tätigen. Sind wir unseren Angehörigen der Armee nicht auch schuldig, sie mit einer modernen Ausrüstung in den Kampf zu schicken, um unser Land und die Bürgerinnen und Bürger der Schweiz zu schützen? Es braucht ferner die richtigen Abwehrsysteme. Die Diskussionen zur Beschaffung des Kampfflugzeuges F-35 und ein bodengestütztes Luftverteidigungssystem lassen grüssen.Urs Stöckli, SurseeFassungslos und mit grosser Wut im Bauch habe ich die Äusserungen zur Ukrainekrise von unter anderen Yvette Estermann und Franz Grüter in der Ausgabe vom 24. Februar gelesen. Sie sind an Zynismus nicht zu überbieten. Solche Meinungen dürfen nicht hingenommen werden und unbeantwortet bleiben. Sollten sich diese sogenannte Volksvertreterin und ihr Kollege getrauen, für ein weiteres politisches Mandat zu kandidieren, hoffe und bitte ich die Luzerner Stimmbevölkerung, die gemachten Äusserungen nicht zu vergessen und diese beiden äusserst deutlich abzustrafen.Meta Bühlmann, HergiswilIrgendwie wirkt die Krise in Osteuropa weit weg, doch in Teilen spüren wir bereits die ersten Auswirkungen: Steigende Rohstoffpreise sowie die drohende Inflation wirken wie Vorboten von etwas Grösserem. Das zweitgrösste europäische Land stellt für Russland und Europa einen zentralen Brückenkopf in der Versorgungssicherheit dar. Neben der Schwerindustrie ist der Agrarsektor traditionell ein Grundpfeiler für die Wirtschaft der Ukraine. Die Schwarzerdeböden der Ukraine gelten als die fruchtbarsten der Welt. Die wichtigsten Exportprodukte sind Getreide (Weizen und Mais), gefolgt von pflanzlichen Ölen und Metallen wie Mangan und Eisenerz.Auch nimmt die Ukraine eine Schlüsselrolle für die Transgas-Trasse ein. Diese Hochdruck-Erdgaspipelines führen durch die Ukraine, die Slowakei und Tschechien bis nach Österreich und Deutschland und dienen primär der Durchleitung von Ferngas aus Russland.In unserer modernen, global vernetzten Gesellschaft erzeugen solche Konflikte auch lokal viel Druck: Unser Brot wird teurer, unsere Energiekosten steigen, was sich wiederum direkt auf Güter des täglichen Lebens auswirkt. Daher ist es wichtig, dass wir weiterhin gute Rahmenbedingungen für unser Gewerbe schaffen.Auch zeigt mir die aktuelle Situation, dass wir nicht nur in friedlichen Zeiten leben, und ich hoffe, dass auch das linke politische Lager die Frage nach einer Armee klar bejaht. Ich bin der Überzeugung, dass wir eine starke und glaubwürdige Armee benötigen, damit wir im Extremfall alles daransetzen können, unsere Souveränität sicherzustellen. Für die Ukraine wünsche ich mir eine schnelle und vor allem diplomatische Lösung, vielleicht könnte die Schweiz hier einmal mehr eine Schlüssel- und Vermittlerrolle einnehmen!","Dominik Steiner, Nidwaldner Regierungsratskandidat FDP, Ennetbürgen",['neutral']
"Immer wieder werden Initiativen unklar formuliert. Scheinbar überlegt sich die SVP, die SRG zu halbieren. Die Idee ist erst fertig gedacht, wenn im Text klar und deutlich festgehalten wird, dass keine Sportmeldungen mehr erlaubt sind, wo es um Geld oder Medaillen geht. Schliesslich trennen wir auch Kirche und Staat. Ohne Sportmeldungen keine Gewalt mehr in Stadien, weniger Littering, weniger Umweltschäden durch sinnlose Flüge (sogar Pferde an Olympiaden).Ein anderes Thema, die Kampfflugzeuge. Wie können diese überhaupt abheben, wenn uns Putin den Hahn zudreht? Woher das Uran, wenn es uns verwehrt wird?","Toni Stocklin, Steinhausen",['negative']
"Der Wochenkommentar von Stefan Schmid liess aufhorchen. Er hat die ernste Situation, die auch unser Land betrifft, beim Namen genannt. Unsere politischen Verantwortungsträger in Bundesbern und auch die Verantwortlichen im VBS scheinen die ernste militärische Lage im Osten Europas nicht zuoberst auf der Prioritätenliste zu haben.Die Schweiz ist leider im gleichen Fahrwasser wie die westeuropäischen Staaten, besonders Deutschland. Nach dem Fall der Berliner Mauer wurden die militärischen Vorkehrungen sträflich zurückgefahren und auch die Mittel für die Armeen blauäugig gekürzt. Wie schon nach dem Ersten Weltkrieg träumte man den Traum vom ewigen Frieden. Als damals die Bedrohung aus dem Dritten Reich spürbar wurde, schrien plötzlich auch die linken Kreise, die ja vorher die nötigen Mittel für die Armee nicht sprechen wollten, nach einer gerüsteten Armee.Heute sind wir wieder in einer ähnlichen Situation. Die Westeuropäer wären im ersten und im Zweiten Weltkrieg ohne die viel gescholtenen Amerikaner total unter die Räder der Deutschen gekommen. Auch im Kalten Krieg waren es die USA, die dem mächtigen Warschauer Pakt die Stirne boten.Es ist sehr beunruhigend, dass hauptsächlich aus dem linken politischen Lager laufend Widerstand gegen militärische Beschaffungen geleistet wird. Denken wir nur an die unsägliche Geschichte der Kampfflugzeugbeschaffung. Mit allen Mitteln wird versucht, dieses Projekt zu sabotieren. Dafür an vorderster Front zu wirken, sind sich auch gewisse Medien und das Schweizer Fernsehen nicht zu schade. Unsere Politik und die militärische Führung tragen die Verantwortung für unser Volk und die Angehörigen der Armee, die im Ernstfall die Köpfe hinhalten müssten.Die Mittel dafür dürfen nicht grünen Träumereien geopfert werden. Bisher hatte die Schweiz weltweit den Ruf eines sicheren Landes, dank einer schlagkräftigen Armee. Dies aufs Spiel zu setzen ist verantwortungslos.","Marcel Durrer, Alpnach Dorf",['neutral']
"In der Ausgabe vom 11. November ist auf der Frontseite an prominentester Stelle, sowie auf einer halben Seite im Innenteil zu lesen, dass ein US-Senator sich dahin gehend geäussert hat, dass die Schweiz einen teuren Kampfjet kauft. Es hätten günstigere Angebote auf dem Tisch gelegen. Ich staune! Ein US-Senator hat offensichtlich genügend Kapazität frei, um sich in die komplexe Ausschreibung der Schweiz für die Kampfflugzeugbeschaffung einzulesen, und sich ebenfalls durch die Angebote der Kampfflugzeughersteller durchzuarbeiten. Und offensichtlich erachtet es die «Zuger Zeitung» von enormer Wichtigkeit, über diese Erkenntnisse an vorderster Front zu berichten, obwohl nicht ersichtlich war, auf welchen Fakten die Aussage des Senators beruhte. Noch mehr gestaunt habe ich tags darauf, als ich auf Seite 4 eine gerade mal einspaltige kurze Stellungnahme unserer Verteidigungsministerin Amherd zum besagten Thema zu lesen bekam. Was bezweckt die Zeitung mit meines Erachtens solch einseitiger Berichterstattung? Will man unsere Regierung desavouieren? Will man den Initianten für die Beschaffung eines anderen Flugzeuges Vorschub leisten?","Luzia Hauser, Baar",['negative']
"Nun hat die australische Marine in spektakulärer Vorbildlichkeit auf die CO2-schädlichen, weil dieselgetriebenen U-Boote aus französischer Produktion verzichtet. Sie hat sich stattdessen für vergleichsweise schadstoffarme US-Atom-U-Boote entschieden. Das müsste eigentlich den «Green Deal»-Verfechtern aus Brüssel gefallen. Tut es aber es nicht, weil die Verhältnisse und Abhängigkeiten in Brüssel so kompliziert sind. Immerhin werden die CO2-Einsparmassnahmen der Schweizer Armee in Sachen Kampfflugzeuge auch von der ausländischen Presse positiv gewürdigt.","Wolfgang Kessler, Beckenried",['neutral']
"Die Gruppe für eine Schweiz ohne Armee, flankiert von der SP, den Grünen sowie den Jungen Grünen, hat die Initiative «Stop F-35» lanciert. Die wohl neu in die Materie sich einarbeitende zukünftige Aviatik-Expertin der Grünen, Nationalrätin Marionna Schlatter, sagt, die Schweiz brauche keinen Angriffsbomber. Da hat sie sogar recht – denn der F-35 ist alles andere als ein «Angriffsbomber», sondern er ist ein Kampfflugzeug der neuesten Generation mit verschiedensten vollintegrierten Sensoren und verfügt somit über echte Multimissionsfähigkeit und kann damit im selben Einsatz Luftverteidigung, Luftaufklärung und Erdkampf betreiben. Dass es die Initianten mit der Wahrheit nicht so genau nehmen, ist dem aufmerksamen Bürger von vornherein klar. Die Grünen sind nur von aussen grün, von innen aber tiefrot – wie die SP! Und im SP-Parteiprogramm ist die Abschaffung der Armee immer noch ein fester Bestandteil. Somit ist die Salamitaktik und scheinheilige Argumentation, dass es den Initianten nur darum gehe, einen US-amerikanischen Kampfflieger zu verhindern, verfehlt und leicht durchschaubar. Liest man den Initiativtext aufmerksam durch, so steht in Artikel 197 Ziffer 13 (neu) Absatz 2 und 3, dass das Armeebudget entsprechend angepasst werden soll und bis am 31. Dezember 2039 reduziert bestehen bleibt.Der Kern ist somit klar ersichtlich: Den linken Initianten geht es darum die dringende Erneuerung der Luftwaffe für 18 (!) Jahre zu blockieren und die Armee scheibchenweise abzuschaffen. Die Friedensdividende seit dem Mauerfall 1989 wurde vom VBS schon längst erbracht und unsere Bürgerarmee muss finanziell angemessen alimentiert werden, damit sie ihren Auftrag als Gesamtsystem auch erfüllen kann. Die Ersatzbeschaffung für den F-18 sowie weitere wichtige Beschaffungsvorhaben wie die Erneuerung der Bodentruppen werden somit verunmöglicht, mit dem Ziel, die Armee Stück für Stück als Ganzes abzuschaffen. Das kann durchaus ein politisches Ziel sein – nur müsste das von den Linken auch so kommuniziert werden. Der Aussage von Frau Schlatter kann wenig Glauben geschenkt werden, dass man bei einem Typentscheid zu Gunsten des Rafale-Kampfjets oder dem Eurofighter die Initiative nicht ergriffen hätte. Die Begleitgruppe zur Evaluation und Beschaffung eines neuen Kampfflugzeuges hat in ihren Empfehlungen vom 30. Mai 2017 bezüglich aussenpolitischen Überlegungen Folgendes festgehalten: «Die Beschaffung eines neuen Kampfflugzeuges soll primär auf militärische Bedürfnisse und Preis-Leistungs-Überlegungen abgestellt werden.Die Lösung oder Verringerung von aussen- und aussensicherheitspolitischen Problemen via eine Kampfflugzeugbeschaffung darf nicht im Vordergrund stehen; dies wäre weder sinnvoll noch realistisch. Aussenpolitische Überlegungen können aber in die Entscheidfindung einfliessen, zum Beispiel dann, wenn gleichwertige Angebote vorliegen, zwischen denen entschieden werden muss.» Gut, dass die Genfer Ständerätin Géraldine Savary als Vertreterin der SP diese Empfehlungen mitgestaltet hat, denn in diesen Empfehlungen wurden auch Minderheitspositionen berücksichtigt.","Daniel Gruber, Zug",['neutral']
"SP-Nationalrätin Priska Seiler Graf zweifelt im Zusammenhang mit der Kampfflugzeugbeschaffung, ob die verantwortlichen Stellen alle Papiere gelesen haben. Sie zweifelt auch an den Kosten, an den Beurteilungskriterien, an der Verbindlichkeiten der Offerten und den eingereichten Unterlagen. Eigentlich zweifelt sie an allem und sät mit dieser Art bewusst und gezielt Verwirrung.Sie disqualifiziert damit sämtliche Fachpersonen, die im Vorfeld äusserst seriös diesen Offertprozess beurteilt haben. Sie sät Verunsicherung in die staatlichen Instanzen und trägt so dazu bei, dass grundsätzlich dem Staat misstraut wird.Die gleichen Kreise fordern, dass in der Klima- und Umweltpolitik, in der Verkehrs- und Sozialpolitik und bei den Coronamassnahmen den Fachpersonen zu vertrauen sei. Etwas, was offenbar in der hochkomplexen Kampfjetbeschaffung plötzlich nicht mehr gelten soll.Ich habe Zweifel, ob ich der ausgebildeten Ballettpädagogin Priska Seiler Graf mehr vertrauen soll als den hochkompetenten Fachexperten des seriösen Beschaffungsprozesses.","Rico De Bona, Oberst a. D., 6015 Luzern",['neutral']
