INFO | 2021-11-08 21:15:53,642:Upper bound:693552 Lower bound:674399
INFO | 2021-11-08 21:15:53,642:Newest Letter id: 693552
INFO | 2021-11-08 21:15:53,815:Letter ID found:693552 | Text: Das nun notwendige Boostern ist Ausdruck der Hilflosigkeit der Regierungen in Europa, Israel hat es bereits vorweggenommen! Offenbar scheint die überragende Lösung aus der Pharmaküche doch nicht so richtig die Lösung zu sein. Obwohl Genesene und Ungeimpfte zu Schuldigen der 4. Welle herhalten müssen, zeigt die aktuelle Situation, dass wohl die 1G- die Lösung sein muss – der kostenlose Test wieder für alle. Geimpfte tragen zum Infektionsgeschehen wohl ebenso bei. Eine Phalanx aus aktivistischen Jugendlichen der Freien Liste des Landes wird den Montag für die Kritiker der Regierungsmassnahmen für ihre Demo zwar blockieren, aber die Kritiker werden wieder kommen, solange die ungeklärten Fragen durch den Landtag und die Regierung in dieser Krise nicht sinnvoll beantwortet werden. Die Stigmatisierung durch die Parolen der mobilisierten Freien Liste ist undifferenziert, da sie die ganze Bandbreite der Kritik am undemokratischen Durchregieren (ohne wirkliche Debatte im Landtag) mit dem Begriff der Schwurbelei verunglimpft, ohne je in die Nähe einer thematischen Übersichtlichkeit zu führen. Das falsche Narrativ, dass die Geimpften in einem Schwall von Privilegien das Problem nicht verschärfen, ist ein Denkfehler, der nicht der einzige dieser Regierung ist!
INFO | 2021-11-08 21:15:54,017:Letter ID found:693551 | Text: Die Casinos, die in Liechtenstein tätig sind, zahlen jährlich Steuern, Abgaben und Gebühren an unseren Staat. Die Regierung hat im Budget für die nächsten fünf Jahre Einnahmen von 40 Mio. Franken pro Jahr eingeplant. Leider wird nirgends aufgeführt, was für Konsequenzen später entstehen werden. Haben wir aus der jahrzehntelangen Schwarzgeldstrategie des Finanzplatzes, die Liechtenstein zwar viel Wohlstand brachte, aber auch unserem Image enorm geschadet hat, nichts gelernt? Kaum ist der gute Ruf mit viel Aufwand wieder einigermassen hergestellt, rauschen wir mit Vollgas in ein neues Problem hinein. Wenn Liechtenstein im Ausland als Casinoland wahrgenommen wird, hat dies früher oder später schmerzhafte Folgen für die übrigen erfolgreichen Wirtschaftszweige des Landes. Es ist nur eine Frage der Zeit, bis uns die Nachbarstaaten unter Druck setzen und wir unsere «Casinopolitik» ändern müssen (siehe Wechsel zur Weissgeldstrategie). Schweizerische Politiker mahnen bereits an, dass Liechtenstein kassiert, aber die sozialen Kosten für die spielsüchtigen Schweizer ausgelagert werden. Wenn man bedenkt, wie die Casinos ihr Geld verdienen, frage ich mich, ob wir solche Einnahmen wirklich brauchen. Wollen wir und der Staat wie Spielsüchtige abhängig werden? Unter www.volksmeinung.li findet man weitere Fakten zum Thema Casino. Es ist höchste Zeit, dass wir uns als Einwohner und Einwohnerinnen dieses Landes damit befassen.
INFO | 2021-11-08 21:15:54,216:Letter ID found:693550 | Text: Schon zum 26. Mal nun pilgerten Zehntausende Klimapolitiker, staatsangestellte Klimabeamten und Aktivisten von staatsalimentierten Organisationen zu ihrer Weltklimakonferenz, dieses Jahr ins schottische Glasgow. Die Wichtigen reisten mit über 400 Privatflugzeugen aus aller Welt an, die weniger Wichtigen mussten sich mit Linienflügen begnügen. Die ganz Wichtigen hingegen kamen samt Begleittross mit Grossflugzeugen, für US Präsident Biden gar eine ganze Flotte mit Transportflugzeugen für seine Helikopter und Begleitfahrzeuge. Laut Medien soll das Ganze 13 Millionen kg CO2-Emissionen verursacht haben, bei 25 000 Teilnehmern aus aller Welt muss viel eher von mindestens dem Doppelten an Emissionen ausgegangen werden. Was wohl noch aus all den Luxushotels dazukommt, die in ganz Schottland zu horrenden Preisen völlig ausgebucht waren, und dem Transportverkehr in verstopften Strassen Glasgows von und zu dieser Konferenz dazu kam? Mit jeder dieser Klimakonferenzen überbietet man sich mit zukünftigen Katastrophen-Weissagungen und Forderungen zu Wohlstandsverzicht zur Rettung dieses Weltklimas. Diese Ansprachen verhallen aber weitgehend im Leeren dieser Konferenz, wegen Fernbleiben oder Einnicken der Teilnehmer, wie kürzlich bei US-Präsident Biden, meinen sie doch immer alle anderen ausser ihresgleichen, die sich einzuschränken haben. So entlarvt sich das Ganze immer mehr zu einem Treffen von Wichtigtuern, die mit ihrem Verhalten genau das Gegenteil tun, was sie von allen anderen, dem gemeinen Volk, fordern. Ein Verhalten wie dem Adels im dekadenten Spätmittelalter, der in Völlerei und Luxus lebte, während sie dem an Hunger darbenden Volk noch den Steuer-Zehnten abverlangten. Oder anders gesagt, dieses «Weltrettern»-Verhalten gleicht dem Saufen von «Wein» aus Kübeln, während sie dem Volk das «Wasser» zu rationieren reden, wobei dieses Volk deren «Wein» mit Steuern zu bezahlen hat. Wo bleiben die Demonstranten gegen diese kaum zu überbietende Heuchelei an Klimakonferenzen.
INFO | 2021-11-08 21:15:54,397:Letter ID found:693549 | Text: Die hinter Mons. Haas liegende Vorstellungen sowie Gehorsamsverweigerung gegenüber Papst Francesco, weil, wie er sagt, ein Dialog mit den hiesigen Gläubigen «verzweckt» werden kann, ist nicht christlich. Das widerspricht auch großen Teilen der katholischen Denktradition und weit älteren philosophischen Einsichten. Recht hat Pater Martin Werlen, der «das selbstgerechte Getue der Kirche» kritisiert und sich gegen eine «ängstlich besorgte Denkmalpflege der Vergangenheit» wehrt. Es ist bekannt, dass eine moralische Norm nicht deshalb richtig ist, weil Gott sie will, sondern dass Gott sie will, weil sie moralisch richtig ist und dies aus Vernunft erkannt werden kann. Die Kirche hält ausserdem daran fest, dass die Gläubigen im Allgemeinen und die Diener der Kirche im Speziellen dem Papst Gehorsam leisten müssen. «Gehorsam» hat in der Kirche einen geistlichen Sinn. Denn das Haupt der Kirche, Jesus Christus, «war gehorsam bis zum Tod, bis zum Tod am Kreuz» (Phil 2,8). Dialogbereitschaft ist ein Kriterium der Glaubwürdigkeit der Kirche. Eine Kirche, die den Dialog verweigert, widerlegt sich selbst. Dialog ist keine Stilfrage, sondern eine Lebensfrage für die Kirche. Entscheidend dabei muss die Autorität von Argumenten und nicht das Argument der Autorität sein. Hat der Herzbischof seine Erfahrungen in Chur vergessen und wie seine Ernennung als Erzbischof von Vaduz erfolgt ist? Nicht er darf entscheiden, ob ein Dialog in der Kirche unnötig ist. Ein Überdenken seiner Entscheidung bezüglich des Dialogs mit dem Heiligen Vater und den Liechtensteinern wäre gut für alle Seelen und für die Kirche, weil dies auch der vernünftigste Wunsch der Katholiken in Liechtenstein ist. Die Liechtensteiner verstehen mehr als gewisse Herren gern hätten. Nicht Despotismus ist die Lösung, sondern eine echte und empfundene Dialogs-Bereitschaft. Ich bete den Heiligen Geist um Erleuchtung, damit wieder Frieden und Dialogbereitschaft unter uns ist.
DEBUG | 2021-11-08 21:15:54,594:Letter not available at: 693548 | did not get any text
DEBUG | 2021-11-08 21:15:54,766:Letter not available at: 693547 | did not get any text
DEBUG | 2021-11-08 21:15:54,948:Letter not available at: 693546 | did not get any text
DEBUG | 2021-11-08 21:15:55,144:Letter not available at: 693545 | did not get any text
DEBUG | 2021-11-08 21:15:55,331:Letter not available at: 693544 | did not get any text
DEBUG | 2021-11-08 21:15:55,504:Letter not available at: 693543 | did not get any text
