"Die Realität ist, dass bereits heute gleichgeschlechtliche Paare in der Schweiz Kinder haben - durch ausländische Samenbanken oder Leihmutterschaften. Auch die Stiefkindadoption ist rechtlich möglich in der Schweiz (d.h. Adoption des Kindes durch den nicht biologischen gleichgeschlechtlichen Partner). Die Gegner der ‚Ehe für alle‘ blenden diese Realität aus. Statt Schutz zu bieten durch eine gesetzliche Regelung wollen sie die Augen verschliessen und so tun als wäre dies nicht bereits Realität. Eine klare gesetzliche Gleichstellung würde aber fördern, dass dies als ‚normal‘ angesehen wird.","Sentiment(polarity=-0.16999999999999998, subjectivity=0.0)"
"@Kahlani Ich hätte überhaupt kein Problem wenn homosexuelle heiraten. Sie können sich lieben, küssen und umarmen wie alle anderen paare auch. Dies ist völlig natürlich. Nur können sie von sich aus keine kinder zeugen. ich finde diese von der natur gegebene einschränkung sollten wir menschen nicht überschreiten. Dies ist der einzige grund warum ich nein stimmen werde. Wäre die adoptierung und der zugang zu samenspenden nicht ein teil von dem gesetz hättet ihr mein ja 100%.","Sentiment(polarity=0.31428571428571433, subjectivity=0.1142857142857143)"
"@Ruben K. Mit dieser Logik dürfte es, falls es mit dem natürlichen Empfangen nich klappt, auch kein künstliche Befruchtung, Leihmutterschaft und Invitro bei Mann und Frau Ehen geben um nachzuhelfen.","Sentiment(polarity=0.0, subjectivity=0.0)"
"@Ruben K. Dann lass dir aber bitte auch nie einen Herzschrittmacher einsetzen, lasse dich nicht impfen und nehme keine Medikamente. Und benutze kein Duschgel. Denn das ist alles ""gegen die Natur"" und mit diesen Einschränkungen sollst du schliesslich leben können. Schönen Abend noch.","Sentiment(polarity=0.25, subjectivity=0.0)"
"@Ruben K. Und wenn Du unfruchtbar bist oder deine Frau, dann ist es aber ok in die „von der Natur gegebene Einschränkung“ einzugreifen und künstlich zu zeugen oder zu adoptieren?","Sentiment(polarity=-0.7, subjectivity=0.0)"
"Alle die hier über ""denkt mal an die Kinder"" und ""die Kinder werden dann in der Schule gemobbt"" schreien. Wie wäre es wenn Ihr eure Kinder richtig erzieht? Ihnen Respekt und Toleranz bei bringt? Kleinkinder kennen so etwas noch nicht, das wird Ihnen durch ihre Eltern eingeimpft. Also hört auf mit dem theater und erzieht eure Kinder.","Sentiment(polarity=0.0, subjectivity=0.0)"
"Wenn Kinder im Spiel sind geht das nicht, ausser bei Mann und Frau. Wir sind dagegen.","Sentiment(polarity=0.0, subjectivity=0.0)"
"@Zoroso - Kinder haben von der Natur her, immer eine Mutter und einen Vater. Logo. Das ist schon ein grundsätzliches Naturgesetz.","Sentiment(polarity=0.0, subjectivity=0.0)"
"@Zoroso Wer ist ""Wir""? Ich habe meine eigene Meinung.","Sentiment(polarity=0.0, subjectivity=0.0)"
"@Zoroso Warum denn nicht? 2 Väter oder 2 Mütter können besser für ein Kind sein, als Vater+Mutter in einigen existierenden Familien. Wir sind also dafür.","Sentiment(polarity=0.0, subjectivity=0.0)"
@Gregor Tabari Und was ist deiner Meinung nach ein nicht-grundsätzliches Naturgesetz? Wo steht dein Gesetz? Woher nimmst du dein Wissen?,"Sentiment(polarity=0.0, subjectivity=0.0)"
@Uri3000 Das mit den Bienen muss man jetzt aber nicht auch noch erklären oder?,"Sentiment(polarity=0.0, subjectivity=0.0)"
Eingetragene Partner haben weniger Rechte als Ehepartner. Personen in einer eingetragenen Partnerschaft haben verschiedene Nachteile. Und all dies soll einfach mittels Ehe gleichgestellt werden?,"Sentiment(polarity=-0.10000000000000002, subjectivity=0.0)"
"@Rotkaeppchen Ja, soll gleichgestellt werden.","Sentiment(polarity=0.0, subjectivity=0.0)"
"ich bin total dafür, dass alle Paare heiraten dürfen. Aber ich bin froh hatte ich nicht 2 Väter. Nicht wegen mir, sondern wegen meinen Mitschülern.","Sentiment(polarity=0.0, subjectivity=0.0)"
@Farsight Sag das einem Kind welches in einem Heim sitzt welches die Eltern verloren hat oder nicht gewollt wurde.,"Sentiment(polarity=-0.7, subjectivity=0.0)"
"Die Aussage, dass homosexuelle Paare oder lesbische Paar bessere Eltern sind als heterosexuelle Paar ist schlicht und einfach eine Behauptung ohne Fakten.","Sentiment(polarity=0.7, subjectivity=0.0)"
"@Single87 Eine Behauptung von wem? Von Dir? Steht nichts dergleichen im Artikel. Und auch wenn Du recht hast (meiner Meinung nach), hetero-Paare sind auch nicht die besseren Eltern. Alles eine Frage des Charakters und den moralischen  ethischen Werten der Erzieher und nicht der sexuellen Orientierung.","Sentiment(polarity=0.2, subjectivity=0.0)"
"Es geht sowieso noch eine Weile, bis wir über die gleichgeschlechtliche Ehe abstimmen werden. Wer dafür ist schreibt ja, wer dagegen ist schreibt nein. Ganz einfach. Wie bei jeder Abstimmung sollte man das Abstimmungsbüchlein genau durchlesen.","Sentiment(polarity=0.175, subjectivity=0.0)"
Ja für die Schweiz. Nein zur Ehe für alle.,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Von mir aus können sie heiraten. Aber Kinder haben, geht mir zu weit. Darum Nein","Sentiment(polarity=0.0, subjectivity=0.0)"
"@Nein Nein Warum denn? Sind erwachsene Menschen, wie wir alle auch, also wieso sollten diese keine Kinder haben dürfen?","Sentiment(polarity=0.0, subjectivity=0.0)"
@Stu. denkt - einseitig ideologisch. Aber eben nicht gesamtheitlich.,"Sentiment(polarity=-0.2333333333333333, subjectivity=0.0)"
"Sie wollen nur heiraten, damit sie Kinder haben können. Die Leidtragenden sind dann die Kinder mit ihren 2 Papis oder 2 Mamis. In der Schule werden solche Kinder vielmals gemobbt. Kinder können grausam zueinander sein.","Sentiment(polarity=-0.25, subjectivity=0.0)"
@An Kinder denken Und diese Grausamkeit lernen die Kinder eben genau durch Eltern mit falschen Einstellungen wie Sie! Ich bin froh wurde ich nicht von Ihnen grossgezogen. Lieber 2 MännerFrauen als jemanden mit so einer Einstellung...,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.0)"
"@Fangbeidirselbstan Bin froh dass ich zwei anständige Kinder grossgezogen habe, die beide haben einen sehr anspruchsvollen und guten Job und sie leben beide mir Partner. Habe also nicht alle falsch gemacht. Und sie rauchen nicht und nehmen keine Drogen.","Sentiment(polarity=0.0, subjectivity=0.0)"
@An Kinder denken ...wurden Scheidungskinder auch gemobbt und gehänselt. Sollen wir jetzt deswegen die Scheidung verbieten?,"Sentiment(polarity=-0.5, subjectivity=0.0)"
"@An Kinder wenn jeder, welcher diese Bedenken, jetzt im Wahlkampf äussert sich die Zeit nimmt und den eigenen Kindern beibringt, dass man Leute aufgrund der Sexualität, oder der Sexualität der Eltern, nicht mobbt, dann sollte das Problem relativ klein sein.","Sentiment(polarity=0.0, subjectivity=0.0)"
@An Kinder denken Genau und warum werden die Kinder gemobbt?? Weil sie es von ihren Eltern nichz anders beigebracht bekommen. Tragisch so etwas. Leben und leben lassen.,"Sentiment(polarity=-0.25, subjectivity=0.0)"
"@An Kinder denken Ja. Dann denk an die gemobbten Kinder und erzieh deine, dass sie offen sind und nicht mobben! Du unterschätzt aber massiv empathische Fähigkeiten bei Kindern! Vielleicht bist du aber auch zu alt, um das zu verstehen.","Sentiment(polarity=-0.125, subjectivity=0.0)"
"Ich verstehe nicht, warum so viele etwas gegen Liebe und liebende Eltern haben. Echt schade. Können wir die Menschen nicht endlich so Glücklich sein lassen, wie sie sind?","Sentiment(polarity=0.0, subjectivity=0.3333333333333333)"
@Liebe ist für alle da bin ich voll deiner Meinung. Wäre mehr als überfällig.,"Sentiment(polarity=0.0, subjectivity=0.5)"
"Aber nur, wenn sie niemals Kinder haben dürfen, denn das ginge dann definitiv zu weit. Warum, muss ich bestimmt hier nicht erklären.","Sentiment(polarity=0.0, subjectivity=0.0)"
"@Nur wenn es nicht ausartet Doch, das musst Du definitiv erklären. Oder ist das Kind im Waisenhaus besser aufgehoben als bei zwei Menschen die es lieben und dabei das gleiche Geschlecht haben?","Sentiment(polarity=0.5, subjectivity=0.0)"
"@Nur wenn es nicht ausartet Doch, erklär, ich bin gespannt! Mir kommt nämlich keine plausible Erklärung in den Sinn..","Sentiment(polarity=-0.25, subjectivity=0.0)"
@Anniee Dann überleg mal ein bisschen.,"Sentiment(polarity=0.0, subjectivity=0.0)"
"@Anniee Nachdenken, nur ganz kurz, dann kommst auch dir in den Sinn.","Sentiment(polarity=0.0, subjectivity=0.0)"
@OG Martial Das arme Kind wird irgendwann nur gemobbt werden. Aber das überlegt ihr euch nicht gell? Es geht nur um euch!,"Sentiment(polarity=0.3333333333333333, subjectivity=0.0)"
"@Bravo toll überlegt Ich überlege mir das sehr wohl und die Antwort liegt auf der Hand Kindern beibringen, dass das ganz normal ist. Liegt halt an der Erziehung und ich weiss wie sehr die auf der Strecke bleibt wenn man nur an sich selbst denkt und Kinder als Statussymbol hat wie Sie.","Sentiment(polarity=0.425, subjectivity=0.0)"
@OG Martial Was ist normal? Jeder sieht das in bisschen anders.,"Sentiment(polarity=-0.15000000000000002, subjectivity=0.0)"
"@Nur wenn es nicht ausartet Was für eine verstaubte Denkweise, zum glück bin ich nicht von ihnen grossgezogen worden.","Sentiment(polarity=0.0, subjectivity=0.0)"
"@OG Martial Eventuell wäre es mal nötig, in den Spiegel zu schauen.","Sentiment(polarity=0.0, subjectivity=0.0)"
@Erklär mir das Wort normal Zwei erwachsene Menschen die sich lieben ist normal. Einfach genug für Dich?,"Sentiment(polarity=0.75, subjectivity=0.0)"
"@böse ist wer böses denkt Ich gehöre nicht auf die Seite, die anderen Menschen gewisse Entscheidungen verbietet und Du?","Sentiment(polarity=-1.0, subjectivity=0.0)"
"@Nur wenn es nicht ausartet ""Ich habe Meinung xyz, welche total abschätzig und veraltet ist. Wieso muss ich bestimmt hier nicht erklären"", wieso nicht? Keine schlauen Argumente oder was ist los? Es betrifft sie ja garnicht. Lassen sie diese Paare doch Kinder haben, wie alle anderen auch.","Sentiment(polarity=-0.2, subjectivity=0.0)"
@Stu. denkt komische Argumentation. Aber egal. Für das kommt ja die Abstimmung. ;),"Sentiment(polarity=0.2, subjectivity=0.0)"
@Erklär mir das Wort normal Normal ist was 80% als normal ansagen,"Sentiment(polarity=0.7, subjectivity=0.0)"
@Nur wenn es nicht ausartet Stu denkt! Sie sollten es damit auch einmal versuchen.,"Sentiment(polarity=0.0, subjectivity=0.0)"
