Nof commentators,Average Comments/commentators,Average length of comment (in words),Median length of comment (in words),Nof comments positive,Nof comments neutral,Nof comments negative,Tendency to positive comments (all main_reactions +/- added together and then divided by total reactions),# Reactions to positive comments,Tendency to neutral comments (all main_reactions +/- added together and then divided by total reactions),# Reactions to neutral comments,Tendency to negative comments (all main_reactions +/- added together and then divided by total reactions),# Reactions to negative comments
221,1.579185520361991,209.17191977077363,136,24,150,170,0.0031862228776069097,2461,0.2749631346113335,17970,0.18527491046977038,17424
Text,Sentiment,main reaction,reaction amount,reactions,author
"Der Artikel enthält einen Fehler Mieteinnahmen, Zinserträge und Dividenden werden heute gleich wie übriges Einkommen versteuert. Nur wer 10% der Aktien an einem Unternehmen hat (typischerweise sind das KMU-Patrons) kommt er in den Genuss einer privilegierten Besteuerung (je nach Kanton, mind. aber 50%)",['neutral']
Das betrifft genau die mit kleinen Löhne. Diese bezahlen wieder mehr Hauszienz ect. Diese Abstimmung schadet nur denen die jeden Monat den Franken drehen müssen und am Ende noch noch den Job verlieren wegen dieser jdee von der SP. Nur ein nein kann richtig sein.,['negative']
"Bevor man etwas zum Anlegen hat, muss man erst hart arbeiten und lange sparen. Und die Steuern sind längst bezahlt. Da hat man das Recht auch mal etwas ohne Schweiss zu verdienen. Und nicht jeder hat das Recht sich daran zu beteiligen.",['negative']
"Der Titel dieser Abstimmung ist wieder einmal so verlogen, und suggeriert etwas ganz anderes als erreicht werden soll. Die Linken werden immer mehr zur Gefahr für den Wohlstand dieses Landes.",['neutral']
@UeliP. Evtl. die Zeilen selbst als nur zwischen den Zeilen lesen.,['neutral']
"Ich habe normalerweise mit den hyperventilierenden links-grünen Parteien, die Gendern als Rettung vor dem Weltuntergang betrachten, nichts am Hut. Aber diese Initiative unterstütze ich. ""Faule"" Erträge aus Kapital tiefer zu besteuern als ""harte"" Erträge aus Arbeit ist komplett daneben, die Initiative würde diese Ungerechtigkeit endlich beenden. Und dies sage ich als Wohnungseigentümer und Vermieter, der nach Annahme der Initiative mehr Steuern bezahlen müsste!",['neutral']
"Ich kann die negative Einstellung nicht ganz nachvollziehe, evt. kann mir das jemand erklären? Ich gehe davon aus, dass ein Bruchteil der Bevölkerung jährlich über CHF 100'000.00 Kapitaleinkünfte hat. Daher wäre es für den Grossteil sinnvoll, diese Initiative anzunehmen? Zudem ist es doch Fakt, dass die Reichsten immer und immer reicher werden - wäre es da also nicht sinnvoll, dass Geld umzuverteilen? Soviel ich weiss ist ein wesenlticher Aspekt des Kapitalismus, dass die Reichen zunehmend vermögender und die armen ärmer werden? Einige Antworten für mein Verständnis würden mich freuen!",['positive']
"Schaut euch die Welt an ,die Gier der Reichsten auf das Geld steigt ins Unermessliche! Es ist nicht nur das Geld ,sondern die dazugehörige Macht, die mir Sorgen macht. Die Initiative sicher zu extrem aber wenigstens einen Ansatz ,den so kann es nicht weiter gehen.",['negative']
"Fixt das Geldsystem indem es wieder knapp ist (z.b. durch Gold- oder Bitcoin-Deckung), danach schaut zu, wie sich ein Problem nach dem anderen löst...",['negative']
"Die SVP-Wähler verstehen mal wieder das Konzept nicht. Bitte macht uns normalen Leuten einen Gefallen Versucht (!) doch einmal in eurem Leben ein bisschen zu denken und am Leben teilzunehmen,",['neutral']
"@FelineX Es spielt nicht mal eine Rolle ob man selbst mehr Zahlen müsste oder nicht. Sobald etwas Geld kostet, wird es grundsätzlich abgelehnt. Selbst wenn 99% davon profitieren würden und nur das reichste 1% etwas zahlen muss. SVP(ler) halt. Das Reiche wegziehen und Jobs fehlen würden ist die typische ewiggestrige bürgerliche Angstmacherei welche uns seit Jahren von gesellschaftlichem Fortschritt bewahrt.",['negative']
"Zitat Ueli Maurer ... «denn wir wollen Kapital, wir wollen Arbeitsplätze» Immer diese typische Angstverbreitung! Unglaublich! - Klar wir wollen alle Arbeiten! Dann gebt uns Arbeit! Aber zu anständigen Löhnen und nicht nur bis zum 50. Altersjahr! Wer will schon zu einem Hungerslohn das ganze Leben lang arbeiten und dann noch mit gekürzter Rente und reduziertem PK Umwandlungssatz das Rest-Leben in der Pensionierung (sofern man das Pensionsalter noch erreicht, bevor es um weitere Jahre erhöht wird) verbringen!",['neutral']
"Die Reichen werden einen Weg finden, diese Steuer zu umgehen, sei es mit Auswandern. Am Schluss haben wir nur noch sozial Schwache und Sozialhilfeempfänger in der CH, weil alle anderen übelst ausgenommen werden. Ist das das Ziel der Juso?",['neutral']
mein JA habt ihr,['negative']
"Immer will man das Geld von den reichen einkassieren. Das Geld, welches ich anlege habe ich selbst verdient und in diesem Sinne bereits versteuert! Jeder kann Geld anlegen, im Kleinen oder im Grossen. Das Risiko ist meine private Sache. Oder wird mir dann was gutgeschrieben wenn ich Verlust mache? Wohl kaum. Genau so wenig bin ich bereit mein Geld welches ich selber angelegt habe noch mehr versteuern zu lassen.",['negative']
"Juso hat sich zum Ziel gemacht, das Geld der anderen zu verteilen. Das geht auf die Dauer nicht. Versucht mal, selber was zu arbeiten, damit Ihr Eurer Leben selber bezahlen könnt.",['negative']
"Warum werden soviele hier ""nein"" stimmen? 99,9999% von euch werden nie und nimmer zu den 1% Reichen gehören. Und auch wenn, dann könnt ihr euch die Mehrabgabe locker leisten. Ich verdiene doppelt soviel wie der schweizer Durchschnitt und ich werde JA stimmen, denn die Initiative wird mich sicherlich nicht treffen.",['negative']
liebe Juso...geht arbeiten und überlast das Politisieren den Erwachsenen..,['neutral']
"Feststellung Viele verstehen die Besteuerung falsch (ging mir auch so bis ich den Initiativtext gelesen habe, Vorurteile gegen Juso-Initativen halt...) Ziel ist folgendes Der aktuelle Steuersatz auf Dividenden ist 100% (des kantonalen Steuersatzes, z.B. 3%). Die Initiative will dies für Dividendeneinkünfte > 100kCHF auf 150% setzen. Heisst, wenn ich also Aktien der Firma A habe und Dividenden im Ausmass von CHF 200k erhalte, bezahle ich darauf 3% (6000 CHF) Steuern, wenn die Initiative angenommen würde, wären es 3% auf 100k und 4.5% auf die nächsten 100k, also 7500 CHF. Niemand der mehr als 100k gespart hat oder einen höheren Lohn wird auch nur einen Rappen extra bezahlen, solche Dividenden erforden bereits ein Aktienportfolio von mehreren Millionen. Das wird von den kommentierenden hier kaum einer haben.",['negative']
